Company;Employees;City;Foundation;Rating;Private;Easy apply;Sector;Job Skills;Street Address;Nif;Men; Women 
Amazon.com;572;Onoz;20/4/11;3.65;false;false;Tourism;Teamwork:Leadership:Time Management;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
AECOM;356;Santander;24/1/06;4.02;false;false;Consumer_Services;Work Under Pressure:Conflict Resolution:Learning;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
AECOM;389;Salamanca;13/7/06;3.61;true;true;Finance;Learning:Self-motivation:Learning;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
It Smart Group;412;Redcliffe;12/7/04;4.87;true;true;Media;Time Management:Time Management:Communication;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Amazon.com;380;Placanica;10/2/06;1.29;true;false;Information_Technology;Teamwork:Learning:Time Management;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Danone;379;San Vicente;26/5/20;1.22;true;true;Tourism;Leadership:Adaptability:Leadership;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Global Print;257;Dublin;27/7/14;0.5;false;true;Consumer_Services;Leadership:Conflict Resolution:Communication;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Comcast;386;Arica;25/7/08;4.28;true;true;Finance;Work Under Pressure:Time Management:Work Under Pressure;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Amazon.com;844;Limoges;27/11/13;4.28;true;false;Media;Adaptability:Leadership:Time Management;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
AECOM;748;Tocopilla;1/2/23;4.8;true;false;Information_Technology;Learning:Communication:Self-motivation;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Demaco;201;El Tabo;25/4/15;4.47;false;true;Tourism;Work Under Pressure:Teamwork:Leadership;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Apple Inc.;284;Geneva;23/7/17;4.45;false;false;Consumer_Services;Leadership:Teamwork:Time Management;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Erickson;337;London;1/9/05;1.65;false;true;Finance;Learning:Communication:Self-motivation;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Amazon.com;664;Alphen aan den Rijn;1/9/10;4.03;true;false;Media;Work Under Pressure:Leadership:Work Under Pressure;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Carrefour;245;Vienna;12/10/07;1.93;false;true;Information_Technology;Time Management:Adaptability:Decision Making;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Mars;236;Weiz;29/4/08;3.72;false;false;Tourism;Time Management:Teamwork:Learning;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
It Smart Group;741;Geneva;6/1/18;2.14;false;true;Consumer_Services;Communication:Teamwork:Teamwork;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Comodo;920;Kingston-on-Thames;12/8/08;3.91;false;true;Finance;Communication:Time Management:Decision Making;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Metro Cash&Carry;53;Geneva;1/2/07;0.88;true;false;Media;Decision Making:Leadership:Decision Making;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Team Guard SRL;726;Los Muermos;24/3/09;0.88;true;true;Information_Technology;Work Under Pressure:Time Management:Decision Making;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Zepter;576;Limoges;17/3/11;4.77;true;false;Tourism;Self-motivation:Teamwork:Leadership;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Mars;184;Madrid;19/2/16;3.76;false;true;Consumer_Services;Time Management:Teamwork:Work Under Pressure;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
BuzzFeed;478;Gifhorn;24/6/18;1.12;false;false;Finance;Learning:Time Management:Learning;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Comodo;207;Guaitecas;24/10/06;2.78;false;true;Media;Teamwork:Teamwork:Conflict Resolution;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
It Smart Group;259;Machynlleth;9/7/10;1.06;false;false;Information_Technology;Conflict Resolution:Learning:Self-motivation;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Leadertech Consulting;464;Rio Marina;3/11/18;1.65;true;false;Tourism;Decision Making:Leadership:Conflict Resolution;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Apple Inc.;234;Oosterhout;14/12/15;1.59;true;false;Consumer_Services;Communication:Learning:Learning;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Metro Cash&Carry;609;Oxford;8/9/11;0.44;true;false;Finance;Decision Making:Work Under Pressure:Decision Making;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Comcast;276;Recife;3/1/11;0.47;true;false;Tourism;Self-motivation:Decision Making:Leadership;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
ExxonMobil;343;Rome;24/4/16;0.95;true;false;Consumer_Services;Conflict Resolution:Time Management:Work Under Pressure;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Telekom;562;Belfast;1/11/05;0.75;false;true;Finance;Communication:Communication:Self-motivation;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Coca-Cola Company;384;Putignano;2/8/13;0.38;true;false;Media;Adaptability:Communication:Leadership;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Apple Inc.;143;Erlangen;25/5/08;2.61;false;true;Information_Technology;Time Management:Adaptability:Leadership;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Demaco;51;Brive-la-Gaillarde;9/7/16;1.62;false;true;Tourism;Conflict Resolution:Self-motivation:Leadership;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Biolife Grup;989;Tirrases;10/5/12;2.83;true;true;Consumer_Services;Teamwork:Decision Making:Adaptability;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Facebook;892;Ulloa (Barrial];7/3/14;0.6;false;false;Finance;Communication:Time Management:Self-motivation;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Leadertech Consulting;680;San Pablo;2/5/15;1.79;true;false;Tourism;Work Under Pressure:Teamwork:Teamwork;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
